ID,Tanggal Berita,Media,Judul Berita,Isu Ekonomi,Sektor,Ringkasan Berita,Link Berita
0571811923cb60eae1c1022132a11c14,2025-12-29,Radar Lamongan,"Terukur dan Merata, Jamula Bikin Infrastruktur Lamongan Kian Mantap - Radar Lamongan",Infrastruktur,F - Konstruksi,"Terukur dan Merata, Jamula Bikin Infrastruktur Lamongan Kian Mantap Radar Lamongan",https://news.google.com/rss/articles/CBMixgFBVV95cUxOY0tMWHRxYUhBTkVId2Nud0NrVDBRQTRsVmx3UEhleFIwV1J5ZWZhTlBEcDVMdG5aWVo1NGlXZ1ZacjZvNWZkVHFxUGhTZU9SMzNEUUJTUkEwYWxnZ3ZLTXUwTVdWOHdXaWNScGxVOGpJQzdxa1d6UGhHYkU2QmJtSDB1MjNZMEJyRnBEbFlyenkybnU2MkdCLUhTaFRIeHEwYkM0Und1d1NHdndZWEFsZHBpazVNY2JHeVM1eUZzWmc1bTl0U3fSAcsBQVVfeXFMTmRYWnpPSWhGUWhYR3B0Y2V4R091Z2lfRURUREVIZUFZS1ZOVXBkYmliZ29yNkdSMkVuY3h3bTRrbHR3RXdKMUg1clNUUU1la0xXMzBYbDFVOFZJT0trVWk3eHpVbjRGdi1kSW4wbkdrV1QwZmxvTlBLRlZ2elNiOWw4QUVsZ0lhVm0tQjNQMW5pWUVucVR4SzZxeTRKdDY4WE1GV19FTkRqZWc0UU5VX1JpWUhyLXM1b3Njclo1NURzS2JoZXUwQ194Y0k?oc=5
031f20fcd38ced396be03f778a8464ce,2025-12-29,radarlamongan.jawapos.com,"Terukur dan Merata, Jamula Bikin Infrastruktur Lamongan Kian Mantap - radarlamongan.jawapos.com",Infrastruktur,F - Konstruksi,"Terukur dan Merata, Jamula Bikin Infrastruktur Lamongan Kian Mantap radarlamongan.jawapos.com",https://news.google.com/rss/articles/CBMixgFBVV95cUxOY0tMWHRxYUhBTkVId2Nud0NrVDBRQTRsVmx3UEhleFIwV1J5ZWZhTlBEcDVMdG5aWVo1NGlXZ1ZacjZvNWZkVHFxUGhTZU9SMzNEUUJTUkEwYWxnZ3ZLTXUwTVdWOHdXaWNScGxVOGpJQzdxa1d6UGhHYkU2QmJtSDB1MjNZMEJyRnBEbFlyenkybnU2MkdCLUhTaFRIeHEwYkM0Und1d1NHdndZWEFsZHBpazVNY2JHeVM1eUZzWmc1bTl0U3fSAcsBQVVfeXFMTmRYWnpPSWhGUWhYR3B0Y2V4R091Z2lfRURUREVIZUFZS1ZOVXBkYmliZ29yNkdSMkVuY3h3bTRrbHR3RXdKMUg1clNUUU1la0xXMzBYbDFVOFZJT0trVWk3eHpVbjRGdi1kSW4wbkdrV1QwZmxvTlBLRlZ2elNiOWw4QUVsZ0lhVm0tQjNQMW5pWUVucVR4SzZxeTRKdDY4WE1GV19FTkRqZWc0UU5VX1JpWUhyLXM1b3Njclo1NURzS2JoZXUwQ194Y0k?oc=5
b8d50eabfe85ac1a78d72df0e7b0120e,2025-12-11,Radar Lamongan,Pemkab Lamongan Berikan Ruang Eksplorasi untuk Disabilitas - Radar Lamongan,Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Pemkab Lamongan Berikan Ruang Eksplorasi untuk Disabilitas Radar Lamongan,https://news.google.com/rss/articles/CBMitwFBVV95cUxNLVR6dUxsY01fYmJBZjlZM3djbmZYbGpqNEswS053bDhxUzNQb2NhU1RTaEEzZThhQXhVSjU5UGVaajRjREQ2SFFxMUoxeEx3R21ZaDRBMnhkd0d3WGNNZUR6NkY1NWV5bGNfSDBReFhqbTg5eEhuMjVpam5lekFLMUdPdTBoT3Znd3IwaGV0eU9YM0JnY2pHd1h6TmtLb0w4eDQtazlhV3IyQlp4YVNpSExhZ05PVWPSAbwBQVVfeXFMTzQtWW5wLUdUVmpGRlJnR3ZmMDRmQ1BvdWw1c3dFZlFGTWxOcjR3RS01VWpCejJlY1poMDM4RjRwM2wwamRlbk5PQzhna01NWDZpdnJ1NlpfVm9iMGUtSXk2YWRELVpsd1RNTDIwcHlPeDZPWi1JaEVqUTc1Z3VTd1FLLVNhV29rUm9hMGdPdWJXdkU3TUxRZS1tUGtYdmlaLWwwZ281TDVOcGEySlpZTFdzOEx5cjBUTG9QZGQ?oc=5
7764c79614edcc0422beb9ef40d89a7c,2025-12-11,radarlamongan.jawapos.com,Pemkab Lamongan Berikan Ruang Eksplorasi untuk Disabilitas - radarlamongan.jawapos.com,Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Pemkab Lamongan Berikan Ruang Eksplorasi untuk Disabilitas radarlamongan.jawapos.com,https://news.google.com/rss/articles/CBMitwFBVV95cUxNLVR6dUxsY01fYmJBZjlZM3djbmZYbGpqNEswS053bDhxUzNQb2NhU1RTaEEzZThhQXhVSjU5UGVaajRjREQ2SFFxMUoxeEx3R21ZaDRBMnhkd0d3WGNNZUR6NkY1NWV5bGNfSDBReFhqbTg5eEhuMjVpam5lekFLMUdPdTBoT3Znd3IwaGV0eU9YM0JnY2pHd1h6TmtLb0w4eDQtazlhV3IyQlp4YVNpSExhZ05PVWPSAbwBQVVfeXFMTzQtWW5wLUdUVmpGRlJnR3ZmMDRmQ1BvdWw1c3dFZlFGTWxOcjR3RS01VWpCejJlY1poMDM4RjRwM2wwamRlbk5PQzhna01NWDZpdnJ1NlpfVm9iMGUtSXk2YWRELVpsd1RNTDIwcHlPeDZPWi1JaEVqUTc1Z3VTd1FLLVNhV29rUm9hMGdPdWJXdkU3TUxRZS1tUGtYdmlaLWwwZ281TDVOcGEySlpZTFdzOEx5cjBUTG9QZGQ?oc=5
d8fb2e7f03131460e8a7711106e996d1,2025-11-27,Antara News jatim,Pemkab-DPRD Lamongan setujui APBD 2026 untuk percepat layanan publik - Antara News jatim,Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Pemkab-DPRD Lamongan setujui APBD 2026 untuk percepat layanan publik Antara News jatim,https://news.google.com/rss/articles/CBMisgFBVV95cUxPS09raWtwQi00VTU0SkRSMUVRRklES251VEpiaXV1TGRFUVYyQXQ5SDdKT2lfRFUzM2tHelB4NTBaUm1IXy11bEd3ZHdqZEFXVXpJMHZFUmoyNDhObXVFREtGRVhGd2NzQlQtakEwMWI1aVJIX1lrSG5UYjVfWC12NkxNdmpOUGJMUFV5VEdVSlY2eEFLU0x5cmVJbmhsdzZOaU1nTW1IMmxpcVdFdmhCZExR0gG3AUFVX3lxTE9uTURReTVlTURsMkdxSGVicTNPTDQ3VWhoWVZfSWF4cy1zMnBSbnIxR3FYZW9ITFp5MXE5TURYbnBRblpXVl9kMEFLSkd0THRMd1AxelpNTXNwcmFTamtCellwcWV2OF9mUXBmc3FSNlA0bmNNanFvdGljWXJUb0YzZ1l5NzBCbTJmRU9fYkpJZW52aVlkUWlzRTdhbFFKMnNzcjVEakNPYzVITFBFck5QcHc3OUVGQQ?oc=5
5c3f698245aa9053345ef25d8a84f95a,2025-11-17,detikcom,"Pemkab Lamongan Diapresiasi TNI, Perkembangan KDMP Tertinggi di Jatim - detikcom",Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","Pemkab Lamongan Diapresiasi TNI, Perkembangan KDMP Tertinggi di Jatim detikcom",https://news.google.com/rss/articles/CBMiswFBVV95cUxPNW5UUlZSQkY5QjE1V0xtblJidU5heGcyOTh1d0Z3N1NidmZrVmZPS2xYaS1XSmtxSFc0RldvQ05Vc19VTjZGNVNrc2g5RFF4Z29NLWUxaUxReFdyQnhoS25vdVZpcnlaaUNxQ2hiX24wT3RTNWlnai1veXRRdlFfdEhwbUg0ZWJJaHo5VEYyVFduUEVVdGJYVjVuOUF3ZHBxMXU3TE9saE9lVC1zNEdlYnYwTdIBuAFBVV95cUxOSndrSUR0UTk5djdwcnExWGhydUlDUGoyYlBCdmxEUVZybDRVZUFpcjl2ZnNNQWctUEVJbXNKYkhKYVJYZkdCcnl5Q1o2aG5yNWpZODhnTjZ3YWlxcTBjWkwzOWFqc0hjZjhzX3ljNFRtUXVDNXY3N0t3X1JOVGlwaUdOOG9NNnBVSmdqOHg2Sl95Q0g0YjE0cmNwUmEtdU5mZ1QxLU02bExibmJHazNYYXgxY2Z5LUt6?oc=5
fc0ee330194b0269125ab03bf238ed00,2025-11-14,detikcom,KDMP Tambakploso Lamongan Berdayakan Warga Lewat Peternakan Kambing - detikcom,Ekonomi Umum,"A - Pertanian, Kehutanan, dan Perikanan",KDMP Tambakploso Lamongan Berdayakan Warga Lewat Peternakan Kambing detikcom,https://news.google.com/rss/articles/CBMisgFBVV95cUxQMkJjbWQ0Y1lBQW9CWDBSY1VTNEJXaFI3Q1VXWUV3LTlRZEdIRTJtODhocVk4QzRoSkVRa1dpWmUtNjUwaExwVWY0WXBOLUtFNVd3a05Pdm5HQlVyM1VkMkUyOHBhX2hVX2FUbGFkTlpsa2Q5Z3V4Z05FV3YtU3UyR0l1R3RGVW1XREpUWmxmRGJJR0pYSk9yXzZ3TXN3aUJQeGQweWRVTTYtTWlvb2w0OXp30gG3AUFVX3lxTE41Ml9Vb3BEbzN0dUMtZkphTlU4bkNoSmdIQUFBUlE0MXE4M1htLVE2cWk3UDlaeTlSeGZvUEpOSzdpUld5YnpGMnFZNDFJaU9SMDZpMFlaNk5SSl9QdmdoTDhlaXZiYzNZODk4eVJMVkxIbFh3Si1rY3NBM2d4Mk5abk9ldG9aQjRrQlkyLXp2UXdobnEwQjdQbUtMU1F5a25BZGlCZ2JLYlBzcWdsYWRiNm1pbWlrcw?oc=5
7cd98cedf4df24d9c749e64497a5f35e,2025-11-14,Dinas Komunikasi dan Informatika Kabupaten Lamongan,Program Lamongan Nyantri Dukung Optimalisasi Peran Pesantren Berdayakan Masyarakat - Dinas Komunikasi dan Informatika Kabupaten Lamongan,Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Program Lamongan Nyantri Dukung Optimalisasi Peran Pesantren Berdayakan Masyarakat Dinas Komunikasi dan Informatika Kabupaten Lamongan,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9oUnl3NFNBbHoyM3Q2dGtBbDhlcmZUaGxoMTFRWEE1WkhwYzRmQ1VvZmY4Vi1BNjB0ak9PUU00eTJZNXdLUDlUVUtnWUdQSHVjY2FXaW4wUVlIcjNpNHl3?oc=5
97a9cd2455db09115f4334ff3a0c7494,2025-11-06,Radar Lamongan,"Simaya dan Laserku Masuk Nominasi IGA 2025, Bupati Yes Paparkan Keunggulan Dua Inovasi Ini - Radar Lamongan",Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","Simaya dan Laserku Masuk Nominasi IGA 2025, Bupati Yes Paparkan Keunggulan Dua Inovasi Ini Radar Lamongan",https://news.google.com/rss/articles/CBMi5AFBVV95cUxOSzNvYTdYaHdOV0N1ZURQUXlXQ0V3d09PTG13cHNZbFA4dXV0MEhlRlJxckpvNlBlc18xTWNubDRkNHE4SmVpMjAwVmRwMmZ4cFVlVlRzdVl3TTFBWnE1UHpiOFVDZUdRWDdiU240SW5MN3ZNR0cxVEVHSzdfSW9pUDRHbGlHbUJFMnY1NE5kcFVJaks0VEFab2xKcldRbE14Y2l2R3hfTFdIc1VkSVZlaHNTdkw2MzhhdXlaYmFlZ2NTbl84WTlhZjVpMklFWi0yN1ZDREZQOW40dEVnVy13ZVV6NUPSAeoBQVVfeXFMTkNydDdTRlZQLXdHZGdfajQ4aHhNbWVLQ0RZUkZKZDFZRlBUZXdNaWQ0NlNzVkdWRlFnam1DTElkV1Y1LUpJeXV5eHM2XzVIamdpeEZxeWsyU1NRYlpwQzctakVBLXZFRHRoTGZ6bFFnQU1lRk51dkhDR2xuLW90eE1ac1cyelc2OGZ0c0EzLUJ2V0gxTmktRzRvenZiRzhFeUNoaEtQd2dmLTczdmtLM2ItQUZScUZFb2V1SjhCSkJieENYZlpoTElpOHFIcDE1TlkzU0x5Z2VIUGMwSTZYM1ZNekRtcy03S09n?oc=5
b29651f8909a46008ecda84da7402909,2025-11-02,klikjatim.com,"Kolaborasi Lamongan Sehat, RSUD Soegiri Lamongan Jadi Pusat Rujukan Terpadu 32 Puskesmas - klikjatim.com",Ekonomi Umum,Q - Jasa Kesehatan dan Kegiatan Sosial,"Kolaborasi Lamongan Sehat, RSUD Soegiri Lamongan Jadi Pusat Rujukan Terpadu 32 Puskesmas klikjatim.com",https://news.google.com/rss/articles/CBMitwFBVV95cUxQV25pamduV3ctbUdhYm55WE0yWnpkR2VrUXJDcHhrSVRhd0duOXFLQVYzcHZ6VkY0UHZteFhDSzN3YlR2S1FMN1dKa2VFWkpvdGJjZVdVanNLU0xFS2NxSlV6S2Y2TEhWeFFOcGtSZlJZaFQwTE5sRC1QTzZHemhSNFNkc01VNjU0YmJCUzNfMWFYS2lJY3B0eUJpVUp1T3pMWW8yZUZiWC1MV04ydmFpYkYzLVJYMlHSAbwBQVVfeXFMTTUzVXh1OW96TDVzS01QZEVTVmJ4c2x5NHQ3V0twRzJ6Y1p3UlBLcFR2c1dtQ1VmQWZNUUZmMDFqdW9YR0ZBTlR6Nkh5Zlg4eFJ3Z0J1TnVGQ2lfNG5TdHBBMW8xNnV0Y3BoMi1ZN21oSEdVNHZ2eFNwa1FkWFhrY2tDZk43dWVNb0dGdk53MDZrWmMwdmRnU3pKbzBqZU5CYW5hOGJzOWdzT0dHcXg0bkw5TVFxNUd1LTFlTUc?oc=5
59a13156c371ab91a1a981c7b78bb768,2025-10-24,detikcom,"Tim Kemenkopolkam Tinjau Pelabuhan Tanjung Pakis Lamongan, Ini Rencananya - detikcom",Ekonomi Umum,H - Transportasi dan Pergudangan,"Tim Kemenkopolkam Tinjau Pelabuhan Tanjung Pakis Lamongan, Ini Rencananya detikcom",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPYXA3T1dNUy11Uk8yS3ZVME1iaWRfc2R3M3ZGdzdLR2ttSGstd2Z5Qnl6N3FQOE9Ya3FVLXJLQ1UtQmduU2o0Q1d0ZEpFRFFDQkM3QmJ5RndMTEJYQUxsM0JpYlNDeEQ0RGIxanE3OGpTUk92TzY3N1FVQ0NuajlLbmFxa2RhUUplV0NMUDBzVDc1bjVWYnMxazYxYi11NGtIUEFvcjJIaDlnclRVRnFveEh6dGMxOC1T0gG-AUFVX3lxTE04bkdNcDd3OU9FZEFaTUNxbk9RbGxjRHNScV8zLTVGWWJvWVlVazhkZEJxaEx4c3ZkR3BwSmlGLXM4UFg2TnhiQ1RXa2xJMGltVGlHRWE5RlIyNlZHbUNQUnFZeExxVU94ZmxIMXNRTUVRZ3FlckhPUFR0b2RqWElfSGktaDVzcERPYWRWTFNNU1gzbUpkNkwtcGJOcnR5Z0xOYTA3ZTM2UW1ISVlDc1NpbnR1MUVrdTlJSk8xNWc?oc=5
8167a36c556db6dd3e6f1bce09398e45,2025-10-18,Radar Lamongan,Perbaikan Dua Pasar Desa di Kabupaten Lamongan Ini Ditarget Rampung Akhir Tahun 2025 - Radar Lamongan,Perdagangan,G - Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,Perbaikan Dua Pasar Desa di Kabupaten Lamongan Ini Ditarget Rampung Akhir Tahun 2025 Radar Lamongan,https://news.google.com/rss/articles/CBMi2wFBVV95cUxNTUdmdTVwSS1oN2xYV1dVVExza2Z3dkg1Vm9ncVh2Zkl5bWNoelBhXzZSZVZhOFBhb1FtakZLRUxFY3pMWUpGZ0R2Z0FWV045eGRidUtMWkNiaVdPT3RTTWlyY2tfbF9fSTNyT01qUmhpZ240WlhXRkpZNU53d2pNT0hSUjFoemdySm1uTGZsYlcyN0lJRzBkYUZXdnZTdkRiNzlLakJ3RkN1b3BaMU1CUjJwa2duYW5wcjBLQXBCN0xnWXdjWVZhODdHSWJwanZNcEVHZ2h1VjYxQUHSAeABQVVfeXFMUG1lRDZuNVpvTGdmRVQzQTRmTlZBQzRKb2pWOENHdkZ6aGZnRXdFMkRTQzFJOTZkMEZIU3ZYdWtEVWVJbkJQNERlUHpDWUhZWG1QdzZ6Tk5qeHJ2LXRBTWFvMFVoZXhrVmhQXzlIQ1JPVk90OEVETnhGeWRrcFl4WFBEcHNMV0MzRy16aWxwbTVKNmp3azcxaUtiekV4REd0dUF5RE9jRWhaUVA0VFlMMzVzU2loZkZOaXNOVHNWWGQ2dXptZmV4LVhaeDM1WmJWMkg5am1HTWpzWlhrb2F2cVU?oc=5
6e2b252d7736dbbb15bba88af0b27152,2025-10-15,klikjatim.com,"Puskesmas Kedungpring Hadirkan Inovasi Digital SIMas KDP, Pelayanan Kesehatan Kini Semakin Mudah dalam Genggaman - klikjatim.com",Ekonomi Digital,Q - Jasa Kesehatan dan Kegiatan Sosial,"Puskesmas Kedungpring Hadirkan Inovasi Digital SIMas KDP, Pelayanan Kesehatan Kini Semakin Mudah dalam Genggaman klikjatim.com",https://news.google.com/rss/articles/CBMi3AFBVV95cUxQZXlHeklPcHZVbU11ZENvUTI2X2k3NkJxUlBoT3NPT1VlYUpMeUR5dVlxa3p3UWQzek50dXhwYmozZF8tQjFrVlY3MGdCVnlGRGI3ejVUcTUteE1TQlFxaGt3Y3lDb3F6NFoyczJpMDFEQWFSWklRbVFsekFsZUxoQ19xRXloZVc5ZzBaYmhkby1hZWl1eW5GenNUN2VqUkhfX3E5REp2aW5TeUFCSUZIRTFOb09maExORlc0QlYxbGxHWkszUllLZERSUTBFaVBGRXplRVpiVE5tclE30gHiAUFVX3lxTFBSaWZoWlRmNlpxc0ZIbkdYSjJoVWVmMXhMOTg1c3RWaFg2RUZiMzh3S2RPSzQ4dzRFZEpsS3NZUVZrSGlPNmM2a3RadU9DcF8wMDNxREotcXo4LVg1bzY1QWE0MzE0bUpNeHNoZGtZcjJiNENsVHdfdUg0dVhuSEpGSzlpdjl2SmRMbmp6Q0QxWnluaW4zR1VPbE5rOHNRdEFZNHRHU25TUGx0cURkYUZndkVTQXNyZWduT2FNUUpkTG5rMjB1dnJKUzd3QjJpZUs5czJfZVhPejdBallCdnNoQWc?oc=5
8282421eac64bef552a6fa3a657a1c13,2025-10-15,Radar Lamongan,Pemkab Lamongan Siap Berkontribusi untuk Jatim Tumbuh - Radar Lamongan,Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Pemkab Lamongan Siap Berkontribusi untuk Jatim Tumbuh Radar Lamongan,https://news.google.com/rss/articles/CBMitAFBVV95cUxOSHV1UnNaVHk3WE9PWWl5WmJXSTNPUUhoRGhVQk1YRUtaT2NDajBtOGRVMHhnVWFZd0NrVVFFSWU1a1M4c1FtRmtkWjlLSWpkLXdYOWF0NnpFQzJKcXE5czhscmJNTExzQVI1cWo1UXE0QlhDM3N5Q2M5VTdkM2NHWnRrRDBFMmNHa3lNaTc3dkhBQzlIYndIU3FhSEdzS0JfYUpkQnd0ZnNkVmtBQVlocmZ0aEjSAboBQVVfeXFMUHRKRlVMYVlLWC01cFF0bnd1MWkxWWFvdG9MRXA4THkyaWtBLUQxNXh0aTJ0WVVqNk5wYTJUSnd6NEpNa2lkaTJsY3BZZ2hWSW9odTROYlNNN3B5YUUxQ0pOYktMX3BtcWlTRnpGZTB3OUtFb2tuLXhxcmJ0RnZLV0RQY0pqZ2NMYW4tU0g5OG9pdDIzVWJ6dXZiSXdOQVQzRHpIZndBeGgyT1BmQkNrTGJqTkVHczRIUWdB?oc=5
16ac271a00b206c5eac9b86ceb954726,2025-10-15,radarlamongan.jawapos.com,Pemkab Lamongan Siap Berkontribusi untuk Jatim Tumbuh - radarlamongan.jawapos.com,Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Pemkab Lamongan Siap Berkontribusi untuk Jatim Tumbuh radarlamongan.jawapos.com,https://news.google.com/rss/articles/CBMitAFBVV95cUxOSHV1UnNaVHk3WE9PWWl5WmJXSTNPUUhoRGhVQk1YRUtaT2NDajBtOGRVMHhnVWFZd0NrVVFFSWU1a1M4c1FtRmtkWjlLSWpkLXdYOWF0NnpFQzJKcXE5czhscmJNTExzQVI1cWo1UXE0QlhDM3N5Q2M5VTdkM2NHWnRrRDBFMmNHa3lNaTc3dkhBQzlIYndIU3FhSEdzS0JfYUpkQnd0ZnNkVmtBQVlocmZ0aEjSAboBQVVfeXFMUHRKRlVMYVlLWC01cFF0bnd1MWkxWWFvdG9MRXA4THkyaWtBLUQxNXh0aTJ0WVVqNk5wYTJUSnd6NEpNa2lkaTJsY3BZZ2hWSW9odTROYlNNN3B5YUUxQ0pOYktMX3BtcWlTRnpGZTB3OUtFb2tuLXhxcmJ0RnZLV0RQY0pqZ2NMYW4tU0g5OG9pdDIzVWJ6dXZiSXdOQVQzRHpIZndBeGgyT1BmQkNrTGJqTkVHczRIUWdB?oc=5
a23cb36d47e89a584fa83fd983407289,2025-10-09,detikcom,Ini Fokus APBD Lamongan Tahun 2026 - detikcom,Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Ini Fokus APBD Lamongan Tahun 2026 detikcom,https://news.google.com/rss/articles/CBMihgFBVV95cUxNekFlNXNYUEgwajljZjNQckdXaTJCYV9ocXIxdUQzMHBsbEVPUVhwWE1pWlZEQllJa0I0ZUVYM1BuMlJGbHgtNmtLeTZsdF9uY0dnSlVjNWZ2dnpwRl9SRFJfY21NZVNkQXhCQkp0aGNqaWdNbHhyVktEWXBKT3hMOXhLMmc0Z9IBiwFBVV95cUxNTkdSWE8zX21lUjV0cng4cUJMSkkzaTliNUJfc0k0TWptc2NYWkdVZXRibER0SEFsUTRnb2lGVFIzcnBHUXh6M3E2Sy1hZFJWbVVBMmRwUnJROFIxRmJzOWRfS3RIVUxxTzltaldnYkxDR293S0xNWXJpM1FxMXRhS3ZHQkRyMUluWHVj?oc=5
5d1d30617f7a20a3ecab9a5080de3225,2025-10-07,surabaya.kompas.com,"Bus Trans Jatim Koridor VII Mulai Beroperasi, Hubungkan Lamongan hingga Gresik - surabaya.kompas.com",Ekonomi Umum,H - Transportasi dan Pergudangan,"Bus Trans Jatim Koridor VII Mulai Beroperasi, Hubungkan Lamongan hingga Gresik surabaya.kompas.com",https://news.google.com/rss/articles/CBMi5wFBVV95cUxPX3R0ZF9sd1FPZE9rWlB5SFdLV3BRSkxkNmZQaTBVWlBKcGhjeVlyUFpLU2Z0cDNFeW9aeE5YTzhteDdvdzU3cjZ1anNXY2ItMzBGUjB0V1pSY3JiZFhLenA4eWVhdE9yeEFwWTRDbDlaNklHbmVNU2ZjZGxjRGVVQVhzQ05xcnB2dmtWX0VHcWZXTjNKdW1OcXFka0hMdFZaaHdMTjBrOU9yUnZiYjRLMkxIZDk2YzNUT00weWpVQVlCVkkzaXUxYUJBajlqcU5QY0NtTlR2MWdtTW1KRG82SWRDMGhFZkE?oc=5
b9fb92e29ff8e32ff27b346a6e278d26,2025-10-07,Kompas.com,"Bus Trans Jatim Koridor VII Mulai Beroperasi, Hubungkan Lamongan hingga Gresik - Kompas.com",Ekonomi Umum,H - Transportasi dan Pergudangan,"Bus Trans Jatim Koridor VII Mulai Beroperasi, Hubungkan Lamongan hingga Gresik Kompas.com",https://news.google.com/rss/articles/CBMi5wFBVV95cUxPX3R0ZF9sd1FPZE9rWlB5SFdLV3BRSkxkNmZQaTBVWlBKcGhjeVlyUFpLU2Z0cDNFeW9aeE5YTzhteDdvdzU3cjZ1anNXY2ItMzBGUjB0V1pSY3JiZFhLenA4eWVhdE9yeEFwWTRDbDlaNklHbmVNU2ZjZGxjRGVVQVhzQ05xcnB2dmtWX0VHcWZXTjNKdW1OcXFka0hMdFZaaHdMTjBrOU9yUnZiYjRLMkxIZDk2YzNUT00weWpVQVlCVkkzaXUxYUJBajlqcU5QY0NtTlR2MWdtTW1KRG82SWRDMGhFZkE?oc=5
bb6c17d93d1c8a8dbe4b748b156194dd,2025-10-03,Radar Lamongan,"Perkuat Peran Organisasi Wanita, Bupati Lamongan Tekankan Pentingnya Ketahanan Keluarga - Radar Lamongan",Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","Perkuat Peran Organisasi Wanita, Bupati Lamongan Tekankan Pentingnya Ketahanan Keluarga Radar Lamongan",https://news.google.com/rss/articles/CBMi4AFBVV95cUxQT1FSWDIwNEFiRV9sOG5rMzhvQVg5SmtkcGpFM2pGbV8ySGdyZWhlSnRieF80ZGktZ1hlbFpPWmFMd1RMYUExOUI1WTlTTzFnYnZGV0FybDVHZ0dhNXlXcXdHMk9NTWpqZG1TdHRPRndXajA2YTlka0h3aTd1dXgySHN6ZE8wbS0yc0dKclZPQVV0Znd2Nl9CRFg3dXRYWDByZEY0OTF0cjhFcnA4TWlOQXh4NWxwWFFUZGRTbnJZSFhHeTM4OXJpTUo0TFlDRDhzTUNwNzhKN21paU13TktxTtIB5gFBVV95cUxNNzFSOXFlcXl2QUFSQ2VmT215LUY1bDZ5NzZ5ejlnMEFDQmRXSXJzUnVtb2l3cm1TMHFOVzFENmVHTDBkbXZMZ1hOcXczbEloVEI2SFhUZWpjVDlkRTFQRHc4Q0ZOa2twcTZ0QTJRcUN3ajRZWndub2xnMUVrX3paaGhfZWZqTHdNazNla1pndWczbWZzUkkwb1NxTHpyRFp3VE00dWVPdGNUOWdiVU5BaUxmTzVPd2RXblgzc0RzMFY5YXpXSDVtRTY3eURNckJtLXhtX0lUQThOQ2Zpd0FJNUN1TmZ3dw?oc=5
1edc427901acd7267b7c65f6e3016b99,2025-10-03,radarlamongan.jawapos.com,"Perkuat Peran Organisasi Wanita, Bupati Lamongan Tekankan Pentingnya Ketahanan Keluarga - radarlamongan.jawapos.com",Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","Perkuat Peran Organisasi Wanita, Bupati Lamongan Tekankan Pentingnya Ketahanan Keluarga radarlamongan.jawapos.com",https://news.google.com/rss/articles/CBMi4AFBVV95cUxQT1FSWDIwNEFiRV9sOG5rMzhvQVg5SmtkcGpFM2pGbV8ySGdyZWhlSnRieF80ZGktZ1hlbFpPWmFMd1RMYUExOUI1WTlTTzFnYnZGV0FybDVHZ0dhNXlXcXdHMk9NTWpqZG1TdHRPRndXajA2YTlka0h3aTd1dXgySHN6ZE8wbS0yc0dKclZPQVV0Znd2Nl9CRFg3dXRYWDByZEY0OTF0cjhFcnA4TWlOQXh4NWxwWFFUZGRTbnJZSFhHeTM4OXJpTUo0TFlDRDhzTUNwNzhKN21paU13TktxTtIB5gFBVV95cUxNNzFSOXFlcXl2QUFSQ2VmT215LUY1bDZ5NzZ5ejlnMEFDQmRXSXJzUnVtb2l3cm1TMHFOVzFENmVHTDBkbXZMZ1hOcXczbEloVEI2SFhUZWpjVDlkRTFQRHc4Q0ZOa2twcTZ0QTJRcUN3ajRZWndub2xnMUVrX3paaGhfZWZqTHdNazNla1pndWczbWZzUkkwb1NxTHpyRFp3VE00dWVPdGNUOWdiVU5BaUxmTzVPd2RXblgzc0RzMFY5YXpXSDVtRTY3eURNckJtLXhtX0lUQThOQ2Zpd0FJNUN1TmZ3dw?oc=5
